opponent_name,opponent_deck_name,wins,losses,ties,win_pct,matches_played,meta_share
Mega Steelix ex Indeedee ex,mega-steelix-ex-b1a-indeedee-ex-b1,2,2,0,50.0,4,0.0
Galvantula Greninja,galvantula-a3b-greninja-a1,1,1,0,50.0,2,0.0
Magnezone Mega Absol ex,magnezone-b1a-mega-absol-ex-b1,1,1,0,50.0,2,0.0
Chandelure Gourgeist,chandelure-gourgeist-b2,1,1,0,50.0,2,0.0
Gourgeist Houndstone,gourgeist-b2-houndstone-b2a,1,1,0,50.0,2,0.0
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,2,2,0,50.0,4,0.0
Guzzlord ex Indeedee ex,guzzlord-ex-a3a-indeedee-ex-b1,4,4,0,50.0,8,0.0
Alolan Ninetales ex Baxcalibur,alolan-ninetales-ex-b2-baxcalibur-b2a,1,1,0,50.0,2,0.0
Greninja Mega Absol ex,greninja-a1-mega-absol-ex-b1,8,6,1,53.33,15,0.0
Suicune ex Baxcalibur,suicune-ex-a4a-baxcalibur-b2a,28,12,2,66.67,42,0.0
Hydreigon Mega Absol ex,hydreigon-mega-absol-ex-b1,7,3,0,70.0,10,0.0
Magnezone Bellibolt ex,magnezone-b1a-bellibolt-ex-b2a,15,6,0,71.43,21,0.0
Mega Lopunny ex Annihilape,mega-lopunny-ex-b1a-annihilape-b2a,1,0,0,100.0,1,0.0
Teal Mask Ogerpon ex Serperior,teal-mask-ogerpon-ex-b2-serperior-a1a,1,0,0,100.0,1,0.0
Mega Altaria ex Altaria,mega-altaria-ex-altaria-b1,2,0,0,100.0,2,0.0
Mega Gardevoir ex Meloetta,mega-gardevoir-ex-meloetta-b2,2,0,0,100.0,2,0.0
Mega Altaria ex,mega-altaria-ex-b1,4,0,0,100.0,4,0.0
Silvally,silvally-a3a,2,0,0,100.0,2,0.0
Mega Gardevoir ex Indeedee ex,mega-gardevoir-ex-b2-indeedee-ex-b1,1,0,0,100.0,1,0.0
Aegislash Genesect,aegislash-b1-genesect-b1a,1,0,0,100.0,1,0.0
Hydreigon,hydreigon-b1,1,0,0,100.0,1,0.0
Magnezone Galvantula,magnezone-b1a-galvantula-a3b,2,0,0,100.0,2,0.0
Gholdengo ex Probopass,gholdengo-ex-b2a-probopass-b1a,1,0,0,100.0,1,0.0
Mega Blastoise ex Baxcalibur,mega-blastoise-ex-b1a-baxcalibur-b2a,1,0,0,100.0,1,0.0
Greninja Mega Kangaskhan ex,greninja-a1-mega-kangaskhan-ex-b2,1,0,0,100.0,1,0.0
Pikachu ex Oricorio,pikachu-ex-a1-oricorio-a3,1,0,0,100.0,1,0.0
Mimikyu ex Greninja,mimikyu-ex-b2-greninja-a1,1,0,0,100.0,1,0.0
Mega Venusaur ex Arboliva,mega-venusaur-ex-b1a-arboliva-b2a,1,0,0,100.0,1,0.0
Mega Absol ex Chingling,mega-absol-ex-chingling-b1,1,0,0,100.0,1,0.0
Armarouge ex Turtonator,armarouge-ex-b2a-turtonator-b1,1,0,0,100.0,1,0.0
Chandelure Greavard,chandelure-b2-greavard-b2a,1,0,0,100.0,1,0.0
Buzzwole ex Celesteela,buzzwole-ex-celesteela-a3a,1,0,0,100.0,1,0.0
Mega Gardevoir ex Mimikyu ex,mega-gardevoir-ex-mimikyu-ex-b2,1,0,0,100.0,1,0.0
Mega Lopunny ex Elekid,mega-lopunny-ex-b1a-elekid-a4,1,0,0,100.0,1,0.0
